Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
185,Allan Houston,SG,32,NYK,50,50,1799,340,781,.435,87,202,.431,253,579,.437,.491,157,172,.913,20,101,121,99,38,2,102,105,924
186,Josh Howard,SF,23,DAL,67,29,1589,229,532,.430,20,66,.303,209,466,.448,.449,97,138,.703,149,219,368,97,69,54,67,168,575
187,Juwan Howard,PF,30,ORL,81,77,2877,529,1169,.453,0,1,.000,529,1168,.453,.453,318,393,.809,171,399,570,158,54,22,178,284,1376
188,Troy Hudson,PG,27,MIN,29,1,503,80,207,.386,31,77,.403,49,130,.377,.461,27,33,.818,4,31,35,70,7,0,34,32,218
189,Larry Hughes,SG,25,WAS,61,61,2061,401,1009,.397,79,232,.341,322,777,.414,.437,267,335,.797,96,230,326,148,95,26,152,147,1148
190,Ryan Humphrey,PF,24,MEM,2,0,11,1,4,.250,0,1,.000,1,3,.333,.250,0,0,0,2,1,3,1,1,0,2,3,2
191,Brandon Hunter,PF,23,BOS,36,12,406,53,116,.457,0,3,.000,53,113,.469,.457,19,43,.442,50,68,118,19,13,1,22,40,125
192,Lindsey Hunter,SG,33,DET,33,8,661,49,143,.343,14,50,.280,35,93,.376,.392,5,8,.625,13,54,67,85,39,6,34,45,117
193,Steven Hunter,C,22,ORL,59,23,789,82,155,.529,0,0,0,82,155,.529,.529,23,69,.333,54,116,170,12,5,73,29,101,187
194,Zydrunas Ilgauskas,C,28,CLE,81,81,2539,466,965,.483,2,7,.286,464,958,.484,.484,303,406,.746,279,374,653,109,39,201,163,277,1237
195,Allen Iverson,SG,28,PHI,48,47,2040,435,1125,.387,57,199,.286,378,926,.408,.412,339,455,.745,34,144,178,324,115,5,209,87,1266
196,Bobby Jackson,SG,30,SAC,50,0,1185,263,592,.444,81,219,.370,182,373,.488,.513,82,109,.752,55,119,174,105,49,8,63,106,689
197,Jim Jackson,SF,33,HOU,80,80,3119,382,900,.424,162,405,.400,220,495,.444,.514,107,127,.843,52,435,487,226,86,23,175,227,1033
198,Marc Jackson,PF,29,PHI,22,13,598,71,171,.415,0,1,.000,71,170,.418,.415,64,81,.790,45,81,126,18,12,6,24,45,206
199,Mark Jackson,PG,38,HOU,42,3,577,34,100,.340,7,41,.171,27,59,.458,.375,28,39,.718,10,60,70,119,17,1,53,41,103
200,Stephen Jackson,SF,25,ATL,80,78,2940,536,1261,.425,145,427,.340,391,834,.469,.483,233,297,.785,97,273,370,244,142,20,223,216,1450
201,Casey Jacobsen,SF,22,PHO,78,13,1828,150,360,.417,75,180,.417,75,180,.417,.521,91,111,.820,42,159,201,98,48,9,68,144,466
202,Jerome James,C,28,SEA,65,24,990,129,259,.498,0,0,0,129,259,.498,.498,66,100,.660,78,152,230,32,20,60,82,180,324
203,LeBron James,SG,19,CLE,79,79,3122,622,1492,.417,63,217,.290,559,1275,.438,.438,347,460,.754,99,333,432,465,130,58,273,149,1654
204,Mike James,PG,28,TOT,81,55,2196,272,657,.414,106,281,.377,166,376,.441,.495,103,127,.811,28,206,234,339,96,3,124,156,753
205,Antawn Jamison,SF,27,DAL,82,2,2376,488,913,.535,16,40,.400,472,873,.541,.543,220,294,.748,233,287,520,70,83,30,81,174,1212
206,Marko Jaric,PG,25,LAC,58,50,1760,185,477,.388,51,150,.340,134,327,.410,.441,74,101,.733,44,131,175,281,93,20,115,132,495
207,Chris Jefferies,SF-SG,23,TOT,21,2,195,27,72,.375,17,42,.405,10,30,.333,.493,13,20,.650,5,24,29,7,4,7,19,36,84
208,Richard Jefferson,SF,23,NJN,82,82,3133,555,1115,.498,48,132,.364,507,983,.516,.519,357,468,.763,109,355,464,315,92,28,198,224,1515
209,Jared Jeffries,PF,22,WAS,82,38,1913,177,469,.377,5,30,.167,172,439,.392,.383,105,171,.614,180,244,424,93,48,28,107,212,464
210,Britton Johnsen,C,24,ORL,20,4,290,17,59,.288,1,12,.083,16,47,.340,.297,7,16,.438,15,30,45,12,7,1,14,28,42
211,Anthony Johnson,PG,29,IND,73,7,1598,167,411,.406,41,122,.336,126,289,.436,.456,75,94,.798,28,102,130,202,64,8,75,138,450
212,Avery Johnson,PG,38,GSW,46,1,637,80,199,.402,0,3,.000,80,196,.408,.402,52,78,.667,3,30,33,111,26,3,51,34,212
213,DerMarr Johnson,SF,23,NYK,21,1,287,36,97,.371,13,36,.361,23,61,.377,.438,28,31,.903,5,34,39,11,8,7,16,32,113
214,Ervin Johnson,C,36,MIN,66,47,965,55,103,.534,0,1,.000,55,102,.539,.534,17,28,.607,61,171,232,24,27,43,30,156,127
215,Joe Johnson,SG,22,PHO,82,77,3331,555,1291,.430,83,272,.305,472,1019,.463,.462,174,232,.750,80,305,385,362,93,26,199,177,1367
216,Linton Johnson,SF,23,CHI,41,20,734,72,203,.355,7,33,.212,65,170,.382,.372,22,37,.595,59,124,183,27,37,32,37,90,173
217,Dahntay Jones,SG,23,MEM,20,0,154,15,53,.283,1,4,.250,14,49,.286,.292,5,11,.455,7,16,23,12,5,6,12,23,36
218,Damon Jones,PG,27,MIL,82,26,2016,210,524,.401,98,273,.359,112,251,.446,.494,55,72,.764,15,155,170,478,30,4,103,92,573
219,Eddie Jones,SG,32,MIA,81,81,2998,473,1156,.409,177,479,.370,296,677,.437,.486,278,333,.835,38,270,308,258,92,34,129,226,1401
220,Fred Jones,SG,24,IND,81,2,1508,123,311,.395,27,89,.303,96,222,.432,.439,124,149,.832,25,101,126,173,65,18,73,132,397
221,James Jones,SF,23,IND,6,0,26,2,9,.222,1,4,.250,1,5,.200,.278,2,2,1.000,0,2,2,0,1,0,0,1,7
222,Jumaine Jones,SG,24,BOS,42,2,373,33,96,.344,13,44,.295,20,52,.385,.411,14,23,.609,24,44,68,14,12,9,19,48,93
223,Popeye Jones,PF,33,GSW,5,0,10,0,2,.000,0,0,0,0,2,.000,.000,0,0,0,1,0,1,0,0,0,0,2,0
224,Chris Kaman,C,21,LAC,82,61,1843,200,435,.460,0,2,.000,200,433,.462,.460,99,142,.697,126,335,461,85,23,73,155,211,499
225,Jason Kapono,SF,22,CLE,41,3,427,52,129,.403,21,44,.477,31,85,.365,.484,20,24,.833,19,36,55,14,13,2,21,41,145
226,Jason Kidd,PG,30,NJN,67,66,2450,368,959,.384,94,293,.321,274,666,.411,.433,206,249,.827,85,343,428,618,122,14,214,110,1036
227,Andrei Kirilenko,PF,22,UTA,78,78,2895,412,931,.443,68,201,.338,344,730,.471,.479,392,496,.790,226,403,629,244,150,215,215,174,1284
228,Kerry Kittles,SG,29,NJN,82,82,2842,434,959,.453,97,276,.351,337,683,.493,.503,107,136,.787,56,271,327,206,125,40,95,144,1072
229,Brevin Knight,PG,28,TOT,56,13,1037,105,246,.427,2,8,.250,103,238,.433,.431,49,65,.754,14,98,112,204,84,1,72,107,261
230,Kyle Korver,SF,22,PHI,74,0,882,115,327,.352,81,207,.391,34,120,.283,.476,19,24,.792,30,81,111,40,25,8,41,102,330
231,Toni Kukoc,PF,35,MIL,73,0,1522,211,506,.417,49,168,.292,162,338,.479,.465,145,199,.729,60,211,271,200,59,21,110,110,616
232,Christian Laettner,PF,34,WAS,48,18,984,119,256,.465,6,21,.286,113,235,.481,.477,40,50,.800,50,182,232,89,37,28,42,102,284
233,Raef LaFrentz,C,27,BOS,17,1,328,57,124,.460,8,40,.200,49,84,.583,.492,10,13,.769,30,49,79,24,8,13,11,47,132
234,Maciej Lampe,C,18,PHO,21,0,224,43,88,.489,0,4,.000,43,84,.512,.489,10,13,.769,9,35,44,9,3,3,15,28,96
235,Sean Lampley,SF,24,GSW,10,0,63,13,20,.650,0,0,0,13,20,.650,.650,8,12,.667,2,9,11,2,0,1,3,2,34
236,Dan Langhi,SF,26,TOT,6,0,37,5,14,.357,1,2,.500,4,12,.333,.393,2,2,1.000,0,4,4,0,0,0,2,7,13
237,Rusty LaRue,PG,30,GSW,4,0,22,1,3,.333,1,1,1.000,0,2,.000,.500,1,2,.500,0,3,3,2,2,0,4,2,4
238,Voshon Lenard,SG,30,DEN,73,70,2233,394,933,.422,106,289,.367,288,644,.447,.479,144,182,.791,46,154,200,151,61,12,101,177,1038
239,Quincy Lewis,SF,26,MIN,14,0,65,7,20,.350,2,5,.400,5,15,.333,.400,0,0,0,1,6,7,2,2,2,3,10,16
240,Rashard Lewis,SF,24,SEA,80,80,2931,535,1229,.435,145,386,.376,390,843,.463,.494,206,270,.763,133,385,518,175,99,54,135,233,1421
241,Randy Livingston,PG,28,LAC,4,0,48,2,10,.200,0,3,.000,2,7,.286,.200,4,6,.667,2,5,7,4,2,0,4,7,8
242,Raul Lopez,PG,23,UTA,82,11,1617,223,517,.431,25,85,.294,198,432,.458,.456,101,117,.863,24,131,155,305,62,2,174,200,572
243,Tyronn Lue,PG,26,ORL,76,69,2332,309,714,.433,80,209,.383,229,505,.453,.489,101,131,.771,26,161,187,317,61,5,124,185,799
244,George Lynch,SF,33,NOH,78,51,1701,149,375,.397,43,139,.309,106,236,.449,.455,34,51,.667,96,216,312,117,48,18,64,159,375
245,Mark Madsen,C,28,MIN,72,12,1246,101,204,.495,0,6,.000,101,198,.510,.495,57,118,.483,134,138,272,28,33,18,47,175,259
246,Corey Maggette,SF,24,LAC,73,72,2628,453,1013,.447,76,231,.329,377,782,.482,.485,526,620,.848,96,334,430,224,65,16,207,217,1508
247,Jamaal Magloire,C,25,NOH,82,82,2777,383,809,.473,0,1,.000,383,808,.474,.473,353,470,.751,268,579,847,86,43,101,201,278,1119
248,Karl Malone*,PF,40,LAL,42,42,1373,193,400,.483,0,1,.000,193,399,.484,.483,168,225,.747,61,306,367,163,50,20,103,116,554
249,Stephon Marbury,PG,26,TOT,81,81,3254,598,1386,.431,87,274,.318,511,1112,.460,.463,356,436,.817,58,205,263,719,129,9,249,172,1639
250,Shawn Marion,SF,25,PHO,79,79,3217,590,1341,.440,90,265,.340,500,1076,.465,.474,228,268,.851,212,525,737,214,167,104,156,203,1498
251,Donyell Marshall,PF,30,TOT,82,74,2988,470,1020,.461,131,325,.403,339,695,.488,.525,134,182,.736,210,598,808,122,93,124,117,247,1205
252,Darrick Martin,PG,32,MIN,16,0,172,20,67,.299,6,26,.231,14,41,.341,.343,9,9,1.000,2,5,7,23,2,1,7,23,55
253,Kenyon Martin,PF,26,NJN,65,62,2252,439,900,.488,7,25,.280,432,875,.494,.492,201,294,.684,133,484,617,160,95,82,168,230,1086
254,Jamal Mashburn,SF,31,NOH,19,18,730,156,398,.392,19,67,.284,137,331,.414,.416,65,80,.813,19,98,117,47,14,5,37,42,396
255,Desmond Mason,SF,26,MIL,82,31,2534,409,867,.472,9,39,.231,400,828,.483,.477,356,463,.769,93,266,359,152,60,24,148,191,1183
256,Roger Mason,SG,23,TOT,26,3,328,32,98,.327,13,39,.333,19,59,.322,.393,19,22,.864,1,30,31,26,11,6,20,36,96
257,Tony Massenburg,PF,36,SAC,59,0,789,104,219,.475,0,1,.000,104,218,.477,.475,43,63,.683,57,131,188,29,14,18,45,144,251
258,Walter McCarty,PF,29,BOS,77,23,1900,203,523,.388,137,366,.374,66,157,.420,.519,62,82,.756,28,211,239,124,72,22,91,179,605
259,Amal McCaskill,C,30,PHI,59,3,636,47,117,.402,0,1,.000,47,116,.405,.402,19,27,.704,48,85,133,20,12,20,25,89,113
260,Jelani McCoy,C,26,CLE,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,4,0
261,Antonio McDyess,PF,29,TOT,42,20,927,126,268,.470,0,0,0,126,268,.470,.470,38,69,.551,70,187,257,36,37,24,57,117,290
262,Tracy McGrady,SG,24,ORL,67,67,2675,653,1566,.417,174,513,.339,479,1053,.455,.473,398,500,.796,95,307,402,370,93,42,179,129,1878
263,Jeff McInnis,SG-PG,29,TOT,70,57,2365,334,747,.447,46,127,.362,288,620,.465,.478,114,143,.797,33,143,176,430,72,6,120,163,828
264,Aaron McKie,SF,31,PHI,75,41,2112,265,577,.459,75,172,.436,190,405,.469,.524,84,111,.757,45,208,253,195,85,23,103,142,689
265,Keith McLeod,PG,24,MIN,33,0,391,27,82,.329,1,10,.100,26,72,.361,.335,33,43,.767,5,29,34,59,16,1,29,39,88
266,Stanislav Medvedenko,PF,24,LAL,68,38,1442,237,537,.441,0,3,.000,237,534,.444,.441,89,116,.767,148,195,343,57,38,18,59,191,563
267,Ron Mercer,SG,27,SAS,39,0,516,90,211,.427,2,7,.286,88,204,.431,.431,13,17,.765,10,39,49,22,14,5,26,37,195
268,Chris Mihm,C-PF,24,TOT,76,17,1330,186,381,.488,0,0,0,186,381,.488,.488,110,166,.663,156,257,413,21,37,63,90,208,482
269,Darius Miles,SF,22,TOT,79,56,2079,365,753,.485,7,40,.175,358,713,.502,.489,124,193,.642,112,247,359,162,67,61,130,168,861
270,Darko Milicic,C,18,DET,34,0,159,17,65,.262,0,1,.000,17,64,.266,.262,14,24,.583,11,32,43,7,7,15,13,33,48
271,Andre Miller,PG,27,DEN,82,82,2838,430,941,.457,12,65,.185,418,876,.477,.463,342,411,.832,127,239,366,501,142,25,215,194,1214
272,Brad Miller,PF,27,SAC,72,53,2621,373,731,.510,12,38,.316,361,693,.521,.518,256,329,.778,191,552,743,312,68,86,144,247,1014
273,Mike Miller,SF,23,MEM,65,65,1770,270,616,.438,80,215,.372,190,401,.474,.503,102,141,.723,42,174,216,232,59,14,107,162,722
274,Oliver Miller,C,33,MIN,48,1,506,53,100,.530,0,1,.000,53,99,.535,.530,15,23,.652,46,84,130,36,19,26,33,91,121
275,Reggie Miller*,SG,38,IND,80,80,2254,260,594,.438,134,334,.401,126,260,.485,.551,146,165,.885,18,170,188,249,65,11,68,96,800
276,Yao Ming,C,23,HOU,82,82,2692,535,1025,.522,0,2,.000,535,1023,.523,.522,361,446,.809,197,538,735,122,22,156,204,273,1431
277,Cuttino Mobley,SG,28,HOU,80,80,3229,460,1081,.426,164,420,.390,296,661,.448,.501,176,217,.811,40,322,362,258,107,33,180,179,1260
278,Nazr Mohammed,C,26,TOT,80,24,1611,246,472,.521,0,0,0,246,472,.521,.521,100,169,.592,178,296,474,36,55,52,96,195,592
279,Jerome Moiso,PF,25,TOR,35,1,417,40,84,.476,0,1,.000,40,83,.482,.476,22,38,.579,41,72,113,8,17,12,25,42,102
280,Mikki Moore,PF-C,28,TOT,32,0,395,50,99,.505,0,0,0,50,99,.505,.505,30,35,.857,29,55,84,19,7,13,22,65,130
281,Alonzo Mourning*,C,33,NJN,12,0,215,33,71,.465,0,0,0,33,71,.465,.465,30,34,.882,8,19,27,8,2,6,10,32,96
282,Troy Murphy,PF,23,GSW,28,0,610,107,243,.440,5,17,.294,102,226,.451,.451,60,80,.750,48,125,173,20,12,17,34,58,279
283,Lamond Murray,SF,30,TOR,33,4,518,76,215,.353,21,60,.350,55,155,.355,.402,24,35,.686,14,76,90,28,15,7,38,47,197
284,Ronald Murray,PG,24,SEA,82,18,2021,389,915,.425,67,229,.293,322,686,.469,.462,168,235,.715,45,159,204,205,81,28,149,158,1013
285,Tracy Murray,SF,32,POR,7,0,35,3,12,.250,2,5,.400,1,7,.143,.333,0,1,.000,3,2,5,1,1,0,2,3,8
286,Dikembe Mutombo*,C,37,NYK,65,56,1494,141,295,.478,0,0,0,141,295,.478,.478,81,119,.681,145,292,437,25,17,123,54,141,363
287,Mamadou N'Diaye,C,28,TOT,28,1,366,27,69,.391,0,0,0,27,69,.391,.391,44,59,.746,43,69,112,0,8,25,18,59,98
288,Bostjan Nachbar,SF,23,HOU,45,3,516,47,132,.356,23,63,.365,24,69,.348,.443,21,29,.724,8,62,70,30,14,14,23,72,138
289,Lee Nailon,PF-SF,28,TOT,57,4,780,147,327,.450,0,3,.000,147,324,.454,.450,47,58,.810,64,79,143,38,15,8,45,93,341
290,Eduardo Najera,SF,27,DAL,58,7,720,72,162,.444,2,4,.500,70,158,.443,.451,30,46,.652,67,89,156,25,35,19,29,90,176
291,Steve Nash,PG,29,DAL,78,78,2612,397,845,.470,104,257,.405,293,588,.498,.531,230,251,.916,59,173,232,687,67,8,209,139,1128
292,Rasho Nesterovic,C,27,SAS,82,82,2353,328,700,.469,0,0,0,328,700,.469,.469,54,114,.474,257,376,633,114,51,165,107,247,710
293,Ira Newble,SF,29,CLE,64,25,1245,108,276,.391,2,19,.105,106,257,.412,.395,36,46,.783,65,90,155,72,25,19,54,109,254
294,Moochie Norris,PG,30,TOT,66,0,847,80,217,.369,20,58,.345,60,159,.377,.415,54,71,.761,10,55,65,121,44,5,64,51,234
295,Dirk Nowitzki,C,25,DAL,77,77,2915,605,1310,.462,99,290,.341,506,1020,.496,.500,371,423,.877,90,580,670,207,92,104,135,216,1680
296,Jermaine O'Neal,PF,25,IND,78,78,2788,608,1400,.434,2,18,.111,606,1382,.438,.435,348,460,.757,193,585,778,164,59,199,181,248,1566
297,Shaquille O'Neal,C,31,LAL,67,67,2464,554,948,.584,0,0,0,554,948,.584,.584,331,676,.490,246,523,769,196,34,166,195,225,1439
298,Charles Oakley,PF,40,HOU,7,0,25,2,6,.333,0,0,0,2,6,.333,.333,5,6,.833,0,5,5,2,0,0,1,8,9
299,Lamar Odom,PF,24,MIA,80,80,3003,485,1127,.430,61,205,.298,424,922,.460,.457,340,458,.742,160,616,776,327,85,71,236,273,1371
300,Mehmet Okur,PF,24,DET,71,33,1580,251,542,.463,18,48,.375,233,494,.472,.480,162,209,.775,160,261,421,69,36,63,101,138,682
301,Kevin Ollie,PG,31,CLE,82,7,1401,95,257,.370,4,9,.444,91,248,.367,.377,147,176,.835,23,147,170,234,51,8,81,119,341
302,Michael Olowokandi,C,28,MIN,43,25,925,121,285,.425,0,0,0,121,285,.425,.425,36,61,.590,78,167,245,24,16,68,54,137,278
303,Greg Ostertag,C,30,UTA,78,51,2153,208,437,.476,0,1,.000,208,436,.477,.476,113,195,.579,221,357,578,123,30,139,99,228,529
304,Bo Outlaw,PF,32,MEM,82,1,1606,159,312,.510,0,4,.000,159,308,.516,.510,61,116,.526,125,217,342,90,73,70,69,170,379
305,Travis Outlaw,PF,19,POR,8,0,19,3,7,.429,0,0,0,3,7,.429,.429,2,4,.500,2,2,4,1,1,0,1,1,8
306,Doug Overton,PG,34,TOT,61,11,1033,99,245,.404,3,23,.130,96,222,.432,.410,23,31,.742,16,70,86,138,26,2,58,89,224
307,Zaza Pachulia,C,19,ORL,59,2,664,68,175,.389,0,0,0,68,175,.389,.389,58,90,.644,69,105,174,13,21,12,34,87,194
308,Robert Pack,PG,34,NJN,26,0,220,22,52,.423,0,0,0,22,52,.423,.423,5,6,.833,4,14,18,27,12,1,16,20,49
309,Scott Padgett,PF,27,HOU,58,5,547,74,167,.443,28,65,.431,46,102,.451,.527,24,32,.750,46,93,139,23,12,13,22,73,200
310,Milt Palacio,PG,25,TOR,59,13,1211,104,298,.349,4,26,.154,100,272,.368,.356,45,68,.662,15,87,102,184,41,11,87,90,257
311,Jannero Pargo,PG,24,TOT,31,1,479,81,199,.407,22,62,.355,59,137,.431,.462,23,27,.852,8,29,37,70,13,6,47,50,207
312,Tony Parker,PG,21,SAS,75,75,2577,423,946,.447,62,199,.312,361,747,.483,.480,191,272,.702,43,194,237,411,61,7,179,148,1099
313,Cherokee Parks,C,31,GSW,12,0,64,4,10,.400,0,0,0,4,10,.400,.400,4,6,.667,4,6,10,1,0,3,2,7,12
314,Ruben Patterson,SF,28,POR,73,1,1651,200,395,.506,2,12,.167,198,383,.517,.509,105,190,.553,129,139,268,139,84,21,105,152,507
315,Sasha Pavlovic,SF,20,UTA,79,14,1144,149,376,.396,19,70,.271,130,306,.425,.422,65,84,.774,44,115,159,60,41,16,67,187,382
316,Gary Payton*,PG,35,LAL,82,82,2825,482,1024,.471,55,165,.333,427,859,.497,.498,180,252,.714,72,270,342,449,96,19,151,169,1199
317,Anthony Peeler,SG,34,SAC,75,0,1391,156,348,.448,68,141,.482,88,207,.425,.546,51,61,.836,31,122,153,120,56,10,77,103,431
318,Desmond Penigar,PF,22,ORL,10,0,89,14,28,.500,0,0,0,14,28,.500,.500,4,4,1.000,6,18,24,3,2,2,6,14,32
319,Kirk Penney,SG,23,MIA,2,0,18,1,6,.167,1,3,.333,0,3,.000,.250,0,0,0,0,1,1,1,1,0,3,1,3
320,Kendrick Perkins,C,19,BOS,10,0,35,8,15,.533,0,0,0,8,15,.533,.533,6,9,.667,5,9,14,3,0,2,5,6,22
321,Wesley Person,SG,32,TOT,58,0,1037,126,314,.401,55,138,.399,71,176,.403,.489,31,39,.795,16,101,117,66,19,9,38,38,338
322,Morris Peterson,SF,26,TOR,82,29,2148,238,587,.405,126,340,.371,112,247,.453,.513,76,94,.809,35,226,261,113,88,14,69,206,678
323,Eric Piatkowski,SF,33,HOU,49,0,703,72,191,.377,43,122,.352,29,69,.420,.490,14,16,.875,10,63,73,26,16,5,29,42,201
324,Paul Pierce,SG,26,BOS,80,80,3099,602,1497,.402,115,384,.299,487,1113,.438,.441,517,631,.819,69,453,522,410,131,52,303,234,1836
325,Mickael Pietrus,PG,21,GSW,53,22,748,96,231,.416,35,105,.333,61,126,.484,.491,52,75,.693,48,71,119,27,32,12,40,100,279
326,Scottie Pippen*,SF,38,CHI,23,6,412,53,140,.379,13,48,.271,40,92,.435,.425,17,27,.630,20,48,68,50,21,9,29,38,136
327,Zoran Planinic,SG,21,NJN,49,1,473,53,129,.411,9,32,.281,44,97,.454,.446,38,60,.633,14,41,55,68,13,3,36,70,153
328,Scot Pollard,C,28,IND,61,3,678,47,114,.412,0,0,0,47,114,.412,.412,12,21,.571,67,97,164,10,23,26,22,110,106
329,Olden Polynice,C,39,LAC,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,4,2,0
330,Mark Pope,PF,31,DEN,4,0,20,1,2,.500,0,0,0,1,2,.500,.500,0,1,.000,0,3,3,0,1,0,3,8,2
331,James Posey,SG,27,MEM,82,82,2451,368,770,.478,112,290,.386,256,480,.533,.551,278,335,.830,92,311,403,122,137,40,112,248,1126
332,Vitaly Potapenko,C,28,SEA,65,39,1419,200,409,.489,0,0,0,200,409,.489,.489,59,92,.641,101,188,289,53,22,28,77,161,459
333,Tayshaun Prince,SF,23,DET,82,80,2701,338,723,.467,57,157,.363,281,566,.496,.507,108,141,.766,93,297,390,191,63,69,119,149,841
334,Joel Przybilla,C,24,TOT,17,12,347,18,50,.360,0,0,0,18,50,.360,.360,13,31,.419,32,79,111,7,5,17,18,53,49
335,Vladimir Radmanovic,PF,23,SEA,77,38,2321,345,812,.425,140,377,.371,205,435,.471,.511,95,127,.748,104,302,406,142,80,42,109,187,925
336,Zach Randolph,PF,22,POR,81,80,3067,663,1368,.485,1,5,.200,662,1363,.486,.485,299,393,.761,242,609,851,163,68,41,247,227,1626
337,Theo Ratliff,C,30,TOT,85,83,2664,266,549,.485,0,0,0,266,549,.485,.485,140,217,.645,195,419,614,71,54,307,120,300,672
338,Zeljko Rebraca,C,31,TOT,24,2,273,34,77,.442,0,0,0,34,77,.442,.442,23,30,.767,23,35,58,6,5,11,17,52,91
339,Michael Redd,SG,24,MIL,82,82,3021,633,1439,.440,127,363,.350,506,1076,.470,.484,383,441,.868,118,289,407,185,81,6,116,152,1776
340,Glen Rice,SF,36,LAC,18,0,262,22,76,.289,5,28,.179,17,48,.354,.322,17,17,1.000,9,32,41,24,6,0,13,22,66
341,Jason Richardson,SG,23,GSW,78,78,2936,563,1284,.438,77,273,.282,486,1011,.481,.468,258,377,.684,124,400,524,226,86,41,196,182,1461
342,Quentin Richardson,SG,23,LAC,65,64,2338,425,1068,.398,120,341,.352,305,727,.420,.454,151,204,.740,146,268,414,139,67,19,141,130,1121
343,Luke Ridnour,PG,22,SEA,69,6,1114,145,350,.414,27,80,.338,118,270,.437,.453,65,79,.823,35,73,108,163,52,7,80,105,382
344,Clifford Robinson,PF,37,GSW,82,82,2846,366,945,.387,112,314,.357,254,631,.403,.447,123,173,.711,54,268,322,271,68,73,173,237,967
345,Eddie Robinson,SF,27,CHI,51,4,1024,157,326,.482,1,5,.200,156,321,.486,.483,28,43,.651,27,77,104,58,33,10,45,57,343
346,Glenn Robinson,SF,31,PHI,42,42,1336,275,614,.448,34,100,.340,241,514,.469,.476,114,137,.832,46,143,189,57,42,9,106,96,698
347,Rodney Rogers,PF,32,NJN,69,15,1409,207,505,.410,50,152,.329,157,353,.445,.459,75,98,.765,100,207,307,137,59,27,98,183,539
348,Sean Rooks,C,34,TOT,55,0,595,54,151,.358,0,1,.000,54,150,.360,.358,33,37,.892,24,73,97,29,14,10,22,89,141
349,Jalen Rose,PG-SF,31,TOT,66,64,2497,383,952,.402,69,202,.342,314,750,.419,.439,187,231,.810,34,232,266,329,51,22,208,184,1022
350,Malik Rose,PF,29,SAS,67,13,1256,173,404,.428,0,3,.000,173,401,.431,.428,183,225,.813,110,210,320,69,36,24,112,164,529
351,Michael Ruffin,PF,27,UTA,41,23,733,38,117,.325,0,0,0,38,117,.325,.325,16,38,.421,78,129,207,41,22,21,42,103,92
352,Kareem Rush,SG,23,LAL,72,15,1244,190,432,.440,48,138,.348,142,294,.483,.495,31,52,.596,20,77,97,59,33,20,48,109,459
353,Bryon Russell,SF,33,LAL,72,1,945,98,244,.402,43,112,.384,55,132,.417,.490,50,65,.769,32,114,146,71,32,12,37,110,289
354,John Salmons,SG,24,PHI,77,24,1603,161,416,.387,50,147,.340,111,269,.413,.447,71,92,.772,38,158,196,134,62,16,77,122,443
355,Jamal Sampson,C,20,LAL,10,2,130,11,23,.478,0,0,0,11,23,.478,.478,7,12,.583,23,29,52,7,2,4,6,16,29
356,Daniel Santiago,C,27,MIL,54,28,708,78,163,.479,0,0,0,78,163,.479,.479,61,90,.678,35,97,132,24,19,21,32,98,217
357,Brian Scalabrine,PF,25,NJN,69,2,928,86,218,.394,10,41,.244,76,177,.429,.417,58,70,.829,42,131,173,65,21,14,42,113,240
358,Ansu Sesay,SF,27,SEA,57,2,583,81,178,.455,6,21,.286,75,157,.478,.472,32,46,.696,43,49,92,19,19,20,23,66,200
359,Paul Shirley,PF,26,CHI,7,0,86,10,23,.435,0,1,.000,10,22,.455,.435,1,3,.333,8,8,16,4,1,1,9,9,21
360,Bobby Simmons,SF,23,LAC,56,8,1376,147,373,.394,2,12,.167,145,361,.402,.397,141,169,.834,115,147,262,96,51,17,73,169,437
361,Brian Skinner,C,27,MIL,56,54,1577,255,513,.497,0,0,0,255,513,.497,.497,79,138,.572,119,292,411,49,30,61,78,165,589
362,Tamar Slay,SG,23,NJN,22,0,165,21,60,.350,4,12,.333,17,48,.354,.383,7,14,.500,10,15,25,14,7,1,11,20,53
363,Jabari Smith,C,26,SAC,31,0,168,26,70,.371,0,3,.000,26,67,.388,.371,12,20,.600,11,20,31,11,2,6,7,25,64
364,Joe Smith,PF,28,MIL,76,76,2254,311,708,.439,1,5,.200,310,703,.441,.440,207,241,.859,230,413,643,78,47,94,82,209,830
365,Leon Smith,C,23,SEA,1,0,4,1,2,.500,0,0,0,1,2,.500,.500,0,0,0,1,1,2,0,0,0,0,1,2
366,Steve Smith,SG,34,NOH,71,4,929,119,293,.406,43,107,.402,76,186,.409,.480,77,83,.928,27,54,81,56,15,6,42,91,358
367,Theron Smith,SF,23,MEM,20,0,178,16,43,.372,6,12,.500,10,31,.323,.442,6,8,.750,13,28,41,7,5,5,14,18,44
368,Eric Snow,PG,30,PHI,82,82,2966,295,715,.413,2,18,.111,293,697,.420,.414,252,316,.797,62,219,281,563,97,6,187,213,844
369,Darius Songaila,PF,25,SAC,73,7,976,133,273,.487,0,0,0,133,273,.487,.487,71,88,.807,91,134,225,48,42,12,43,126,337
