Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
185,Richard Hamilton,SG,33,CHI,28,28,697,140,310,.452,17,46,.370,123,264,.466,.479,29,37,.784,20,46,66,84,12,1,49,56,326
186,Tyler Hansbrough,PF,26,IND,66,0,1442,194,479,.405,0,1,.000,194,478,.406,.405,226,278,.813,113,177,290,30,54,9,65,159,614
187,Luke Harangody,PF,24,CLE,21,1,231,23,65,.354,5,21,.238,18,44,.409,.392,9,12,.750,20,33,53,6,6,3,4,17,60
188,James Harden,SG,22,OKC,62,2,1946,309,629,.491,114,292,.390,195,337,.579,.582,312,369,.846,30,222,252,229,62,15,137,150,1044
189,Justin Harper,PF,22,ORL,14,0,84,9,31,.290,2,13,.154,7,18,.389,.323,0,1,.000,3,9,12,2,2,3,6,5,20
190,Josh Harrellson,PF,22,NYK,37,4,540,63,149,.423,20,59,.339,43,90,.478,.490,16,26,.615,47,97,144,11,23,20,20,48,162
191,Al Harrington,PF,31,DEN,64,1,1761,345,773,.446,101,303,.333,244,470,.519,.512,119,176,.676,72,318,390,88,58,12,112,181,910
192,Devin Harris,PG,28,UTA,63,63,1741,241,542,.445,77,213,.362,164,329,.498,.516,156,209,.746,12,100,112,316,64,13,122,136,715
193,Manny Harris,SG,22,CLE,26,5,456,60,150,.400,12,36,.333,48,114,.421,.440,41,59,.695,11,59,70,31,13,6,27,28,173
194,Terrel Harris,SG,24,MIA,22,1,318,29,83,.349,8,39,.205,21,44,.477,.398,14,21,.667,18,33,51,26,9,2,25,34,80
195,Tobias Harris,SF,19,MIL,42,9,479,79,169,.467,6,23,.261,73,146,.500,.485,44,54,.815,30,71,101,22,13,7,31,45,208
196,Udonis Haslem,PF,31,MIA,64,10,1589,151,357,.423,0,0,0,151,357,.423,.423,83,102,.814,117,353,470,42,35,24,60,142,385
197,Spencer Hawes,C,23,PHI,37,29,920,156,319,.489,3,12,.250,153,307,.498,.494,40,55,.727,78,192,270,98,16,48,55,100,355
198,Chuck Hayes,C,28,SAC,54,9,1039,73,170,.429,0,2,.000,73,168,.435,.429,26,39,.667,72,162,234,77,36,17,50,111,172
199,Gordon Hayward,SF,21,UTA,66,58,2015,267,586,.456,55,159,.346,212,427,.496,.503,193,232,.832,59,171,230,207,53,41,109,106,782
200,Lazar Hayward,SF,25,OKC,26,0,141,13,38,.342,4,14,.286,9,24,.375,.395,7,12,.583,2,14,16,4,3,1,9,18,37
201,Brendan Haywood,C,32,DAL,54,54,1146,118,228,.518,0,0,0,118,228,.518,.518,45,96,.469,139,185,324,19,24,54,46,121,281
202,Gerald Henderson,SG,24,CHA,55,55,1831,332,723,.459,11,47,.234,321,676,.475,.467,155,204,.760,64,161,225,126,49,20,100,128,830
203,Xavier Henry,SG,20,NOH,45,0,759,90,228,.395,7,17,.412,83,211,.393,.410,52,85,.612,24,82,106,35,26,8,35,59,239
204,Roy Hibbert,C,25,IND,65,65,1937,332,668,.497,0,1,.000,332,667,.498,.497,170,239,.711,213,359,572,108,32,128,128,195,834
205,J.J. Hickson,PF,23,TOT,54,19,1244,183,392,.467,0,2,.000,183,390,.469,.467,86,134,.642,133,202,335,45,30,35,70,85,452
206,Cory Higgins,PG,22,CHA,38,0,423,52,160,.325,4,20,.200,48,140,.343,.338,42,60,.700,7,28,35,36,5,6,39,40,150
207,Nene Hilario,C,29,TOT,39,33,1110,211,393,.537,0,4,.000,211,389,.542,.537,113,168,.673,63,228,291,80,42,38,96,95,535
208,George Hill,PG,25,IND,50,9,1274,168,380,.442,54,147,.367,114,233,.489,.513,91,117,.778,31,120,151,145,42,17,52,98,481
209,Grant Hill,SF,39,PHO,49,46,1378,201,451,.446,14,53,.264,187,398,.470,.461,83,109,.761,29,142,171,107,41,29,65,88,499
210,Jordan Hill,C,24,TOT,39,8,551,82,165,.497,0,3,.000,82,162,.506,.497,30,47,.638,61,125,186,16,14,27,31,71,194
211,Kirk Hinrich,SG,31,ATL,48,31,1237,122,295,.414,47,136,.346,75,159,.472,.493,25,32,.781,11,90,101,132,38,11,58,100,316
212,Darington Hobson,SG,24,MIL,5,0,39,2,13,.154,0,6,.000,2,7,.286,.154,0,0,0,0,3,3,6,0,0,2,1,4
213,Jrue Holiday,PG,21,PHI,65,65,2196,360,834,.432,65,171,.380,295,663,.445,.471,94,120,.783,57,155,212,290,103,18,135,137,879
214,Ryan Hollins,C,27,TOT,39,8,522,46,84,.548,0,0,0,46,84,.548,.548,39,75,.520,34,48,82,9,5,17,35,78,131
215,Tyler Honeycutt,SF,21,SAC,15,0,88,8,24,.333,1,3,.333,7,21,.333,.354,3,5,.600,3,11,14,7,4,3,2,3,20
216,Al Horford,C,25,ATL,11,11,348,57,103,.553,0,1,.000,57,102,.559,.553,22,30,.733,26,51,77,24,10,14,16,21,136
217,Dennis Horner,PF,23,NJN,8,0,22,1,4,.250,0,1,.000,1,3,.333,.250,3,4,.750,2,3,5,0,0,0,1,1,5
218,Dwight Howard,C,26,ORL,54,54,2070,416,726,.573,0,7,.000,416,719,.579,.573,281,572,.491,200,585,785,104,81,116,175,159,1113
219,Josh Howard,SF,31,UTA,43,18,991,144,361,.399,9,37,.243,135,324,.417,.411,75,97,.773,39,119,158,50,32,10,53,91,372
220,Juwan Howard,PF,38,MIA,28,0,190,17,55,.309,0,0,0,17,55,.309,.309,8,10,.800,18,29,47,10,4,1,20,18,42
221,Lester Hudson,PG,27,TOT,16,0,334,62,162,.383,16,64,.250,46,98,.469,.432,34,41,.829,7,39,46,36,14,3,32,26,174
222,Larry Hughes,PG,33,ORL,9,0,114,5,22,.227,1,7,.143,4,15,.267,.250,1,2,.500,1,4,5,7,2,0,12,10,12
223,Kris Humphries,PF,26,NJN,62,62,2162,323,671,.481,0,0,0,323,671,.481,.481,209,278,.752,233,448,681,90,50,74,119,173,855
224,Serge Ibaka,PF,22,OKC,66,66,1792,262,490,.535,1,3,.333,261,487,.536,.536,78,118,.661,193,305,498,28,33,241,79,179,603
225,Andre Iguodala,SF,28,PHI,62,62,2209,287,632,.454,76,193,.394,211,439,.481,.514,121,196,.617,56,325,381,339,107,30,115,92,771
226,Ersan Ilyasova,PF,24,MIL,60,41,1655,294,597,.492,51,112,.455,243,485,.501,.535,143,183,.781,196,333,529,71,42,44,76,133,782
227,Kyrie Irving,PG,19,CLE,51,51,1558,350,747,.469,73,183,.399,277,564,.491,.517,171,196,.872,44,147,191,275,54,20,160,110,944
228,Royal Ivey,SG,30,OKC,34,0,354,26,73,.356,18,53,.340,8,20,.400,.479,1,8,.125,1,23,24,10,14,0,9,36,71
229,Jarrett Jack,PG,28,NOH,45,39,1530,266,583,.456,39,112,.348,227,471,.482,.490,129,148,.872,23,153,176,285,31,9,106,93,700
230,Reggie Jackson,PG,21,OKC,45,0,501,51,159,.321,13,62,.210,38,97,.392,.362,25,29,.862,14,39,53,71,25,1,36,31,140
231,Stephen Jackson,SF,33,TOT,47,14,1212,159,425,.374,49,170,.288,110,255,.431,.432,94,114,.825,22,141,163,118,54,13,103,99,461
232,Damion James,SF,24,NJN,7,7,170,13,35,.371,0,1,.000,13,34,.382,.371,8,12,.667,7,26,33,3,7,7,12,17,34
233,LeBron James,SF,27,MIA,62,62,2326,621,1169,.531,54,149,.362,567,1020,.556,.554,387,502,.771,94,398,492,387,115,50,213,96,1683
234,Mike James,PG,36,CHI,11,0,120,20,49,.408,6,10,.600,14,39,.359,.469,7,8,.875,2,8,10,29,4,2,14,20,53
235,Antawn Jamison,PF,35,CLE,65,65,2151,421,1044,.403,91,267,.341,330,777,.425,.447,185,271,.683,123,285,408,131,51,43,90,164,1118
236,Al Jefferson,C,27,UTA,61,61,2075,516,1048,.492,1,4,.250,515,1044,.493,.493,137,177,.774,133,452,585,134,47,101,62,155,1170
237,Richard Jefferson,SF,31,TOT,63,44,1748,203,488,.416,113,269,.420,90,219,.411,.532,59,85,.694,26,193,219,88,37,19,50,121,578
238,Jared Jeffries,PF,30,NYK,39,4,729,59,144,.410,3,16,.188,56,128,.438,.420,49,72,.681,69,83,152,26,29,25,29,89,170
239,Charles Jenkins,PG,22,GSW,51,28,893,130,291,.447,3,20,.150,127,271,.469,.452,34,39,.872,8,60,68,170,33,6,60,85,297
240,Brandon Jennings,PG,22,MIL,66,66,2331,469,1121,.418,129,388,.332,340,733,.464,.476,193,239,.808,49,177,226,365,104,22,146,114,1260
241,Jonas Jerebko,PF,24,DET,64,13,1468,212,453,.468,32,106,.302,180,347,.519,.503,100,124,.806,96,212,308,43,41,21,66,162,556
242,Yi Jianlian,PF,24,DAL,30,0,203,31,82,.378,3,10,.300,28,72,.389,.396,14,21,.667,12,37,49,5,7,8,14,23,79
243,Amir Johnson,PF,24,TOR,64,43,1553,196,340,.576,2,5,.400,194,335,.579,.579,58,84,.690,149,259,408,79,33,69,94,209,452
244,Armon Johnson,PG,22,TOT,9,0,124,20,43,.465,1,3,.333,19,40,.475,.477,6,6,1.000,1,12,13,11,5,0,6,9,47
245,Carldell Johnson,PG,29,NOH,15,0,119,11,35,.314,4,15,.267,7,20,.350,.371,1,3,.333,1,8,9,22,8,0,7,11,27
246,Chris Johnson,C,26,TOT,27,0,175,20,41,.488,0,0,0,20,41,.488,.488,15,19,.789,15,25,40,2,6,9,15,33,55
247,Ivan Johnson,PF,27,ATL,56,0,934,141,275,.513,2,6,.333,139,269,.517,.516,72,100,.720,65,161,226,32,43,18,69,116,356
248,JaJuan Johnson,PF,22,BOS,36,0,298,54,121,.446,0,0,0,54,121,.446,.446,6,9,.667,20,38,58,6,5,14,14,25,114
249,James Johnson,SF,24,TOR,62,40,1561,233,518,.450,19,60,.317,214,458,.467,.468,81,115,.704,74,218,292,122,71,84,101,177,566
250,Joe Johnson,SG,30,ATL,60,60,2127,423,931,.454,125,322,.388,298,609,.489,.521,158,186,.849,53,168,221,232,48,13,116,75,1129
251,Trey Johnson,SG,27,NOH,11,0,61,8,14,.571,0,0,0,8,14,.571,.571,5,5,1.000,3,9,12,4,1,0,5,10,21
252,Wesley Johnson,SF,24,MIN,65,64,1469,158,397,.398,53,169,.314,105,228,.461,.465,24,34,.706,24,153,177,59,35,48,60,115,393
253,Dahntay Jones,SF,31,IND,65,3,1052,115,281,.409,33,77,.429,82,204,.402,.468,83,99,.838,23,94,117,63,23,11,46,119,346
254,Dominique Jones,PG,23,DAL,33,1,268,29,73,.397,1,8,.125,28,65,.431,.404,29,37,.784,9,35,44,42,10,5,28,28,88
255,James Jones,SG,31,MIA,51,10,666,57,150,.380,46,114,.404,11,36,.306,.533,25,30,.833,6,43,49,19,17,9,10,45,185
256,Solomon Jones,C-PF,27,TOT,21,1,292,24,61,.393,0,0,0,24,61,.393,.393,19,23,.826,32,26,58,9,9,11,18,43,67
257,DeAndre Jordan,C,23,LAC,66,66,1798,206,326,.632,0,1,.000,206,325,.634,.632,74,141,.525,202,344,546,17,30,134,74,189,486
258,Jerome Jordan,C,25,NYK,21,0,108,17,33,.515,0,0,0,17,33,.515,.515,8,10,.800,14,13,27,4,1,6,2,15,42
259,Cory Joseph,PG,20,SAS,29,1,266,22,70,.314,3,15,.200,19,55,.345,.336,11,17,.647,5,20,25,34,7,3,12,16,58
260,Chris Kaman,C,29,NOH,47,33,1372,266,597,.446,0,0,0,266,597,.446,.446,84,107,.785,89,275,364,101,25,77,129,106,616
261,Enes Kanter,C,19,UTA,66,0,874,117,236,.496,0,1,.000,117,235,.498,.496,70,105,.667,107,171,278,8,18,23,54,87,304
262,Jason Kapono,SG,30,LAL,27,0,269,21,55,.382,8,27,.296,13,28,.464,.455,4,4,1.000,2,12,14,11,3,0,6,21,54
263,D.J. Kennedy,SF,22,CLE,2,0,59,5,12,.417,2,4,.500,3,8,.375,.500,0,2,.000,1,6,7,3,2,0,3,7,12
264,Jason Kidd,PG,38,DAL,48,48,1379,99,273,.363,79,223,.354,20,50,.400,.507,22,28,.786,15,183,198,264,82,10,91,83,299
265,Linas Kleiza,SF,27,TOR,49,3,1057,165,410,.402,62,179,.346,103,231,.446,.478,81,100,.810,42,157,199,46,23,4,64,119,473
266,Brandon Knight,PG,20,DET,66,60,2129,319,769,.415,105,276,.380,214,493,.434,.483,104,137,.759,33,178,211,251,49,10,171,154,847
267,Kyle Korver,SG,30,CHI,65,7,1469,178,412,.432,118,271,.435,60,141,.426,.575,55,66,.833,26,133,159,112,36,15,53,110,529
268,Kosta Koufos,C,22,DEN,48,24,792,115,192,.599,0,0,0,115,192,.599,.599,33,55,.600,95,163,258,15,24,41,33,96,263
269,Carl Landry,PF,28,NOH,41,8,999,182,362,.503,0,3,.000,182,359,.507,.503,147,184,.799,78,136,214,38,13,12,64,89,511
270,Ty Lawson,PG,24,DEN,61,61,2124,374,767,.488,73,200,.365,301,567,.531,.535,178,216,.824,54,173,227,401,82,6,149,94,999
271,Courtney Lee,SG,26,HOU,58,26,1757,251,580,.433,87,217,.401,164,363,.452,.508,71,86,.826,26,133,159,88,68,22,64,106,660
272,David Lee,PF,28,GSW,57,57,2121,464,922,.503,0,5,.000,464,917,.506,.503,219,280,.782,171,374,545,162,54,22,149,179,1147
273,Malcolm Lee,SG,21,MIN,19,0,243,23,59,.390,2,10,.200,21,49,.429,.407,14,17,.824,9,17,26,31,8,4,17,22,62
274,Kawhi Leonard,SF,20,SAS,64,39,1534,199,404,.493,41,109,.376,158,295,.536,.543,68,88,.773,104,223,327,70,85,24,44,88,507
275,Travis Leslie,SG,21,LAC,10,0,45,5,14,.357,0,0,0,5,14,.357,.357,4,9,.444,6,3,9,5,2,2,2,4,14
276,Jon Leuer,PF,22,MIL,46,12,555,97,191,.508,3,9,.333,94,182,.516,.516,21,28,.750,45,75,120,25,14,17,18,67,218
277,Rashard Lewis,SF,32,WAS,28,15,729,85,221,.385,16,67,.239,69,154,.448,.421,31,37,.838,34,75,109,27,23,10,32,49,217
278,DeAndre Liggins,SF,23,ORL,17,0,115,12,25,.480,0,4,.000,12,21,.571,.480,9,19,.474,6,9,15,5,6,0,10,6,33
279,Jeremy Lin,PG,23,NYK,35,25,940,171,383,.446,24,75,.320,147,308,.477,.478,146,183,.798,18,89,107,216,55,9,126,78,512
280,Shaun Livingston,SG,26,MIL,58,27,1092,127,271,.469,2,3,.667,125,268,.466,.472,62,79,.785,39,84,123,122,27,20,66,79,318
281,Brook Lopez,C,23,NJN,5,5,136,38,77,.494,0,0,0,38,77,.494,.494,20,32,.625,8,10,18,6,1,4,6,8,96
282,Robin Lopez,C,23,PHO,64,0,895,124,269,.461,0,0,0,124,269,.461,.461,100,140,.714,90,119,209,20,18,60,43,128,348
283,Kevin Love,PF,23,MIN,55,55,2145,474,1059,.448,105,282,.372,369,777,.475,.497,379,460,.824,226,508,734,111,47,28,128,152,1432
284,Kyle Lowry,PG,25,HOU,47,38,1510,210,513,.409,79,211,.374,131,302,.434,.486,171,198,.864,37,176,213,310,73,14,130,133,670
285,John Lucas,PG,29,CHI,49,2,726,143,358,.399,55,140,.393,88,218,.404,.476,28,32,.875,22,54,76,108,19,1,42,42,369
286,Shelvin Mack,PG,21,WAS,64,0,779,88,220,.400,12,42,.286,76,178,.427,.427,42,59,.712,12,80,92,131,28,2,48,50,230
287,Vernon Macklin,C,25,DET,23,0,135,19,35,.543,0,0,0,19,35,.543,.543,8,14,.571,14,20,34,5,4,4,3,9,46
288,Corey Maggette,SF,32,CHA,32,28,881,139,373,.373,24,66,.364,115,307,.375,.405,178,208,.856,21,104,125,39,23,1,59,83,480
289,Jamaal Magloire,C,33,TOR,34,1,374,17,45,.378,0,0,0,17,45,.378,.378,7,27,.259,25,88,113,6,4,10,22,66,41
290,Ian Mahinmi,C,25,DAL,61,12,1139,130,238,.546,0,1,.000,130,237,.549,.546,94,147,.639,108,181,289,12,38,31,50,176,354
291,Shawn Marion,SF,33,DAL,63,63,1919,288,646,.446,20,68,.294,268,578,.464,.461,74,93,.796,145,320,465,132,67,36,98,87,670
292,Cartier Martin,SF,27,WAS,17,2,391,59,134,.440,29,75,.387,30,59,.508,.549,11,19,.579,12,46,58,10,11,2,13,35,158
293,Kenyon Martin,PF,34,LAC,42,0,940,97,220,.441,3,13,.231,94,207,.454,.448,20,54,.370,49,132,181,18,44,43,32,103,217
294,Kevin Martin,SG,28,HOU,40,40,1264,222,537,.413,78,225,.347,144,312,.462,.486,160,179,.894,13,93,106,110,28,3,70,70,682
295,Roger Mason,SG,31,WAS,52,0,697,103,258,.399,59,154,.383,44,104,.423,.514,21,27,.778,7,62,69,47,13,5,32,33,286
296,Wesley Matthews,SG,25,POR,66,53,2228,314,763,.412,129,337,.383,185,426,.434,.496,147,171,.860,56,168,224,113,96,15,73,148,904
297,Jason Maxiell,PF,28,DET,65,42,1466,183,383,.478,0,2,.000,183,381,.480,.478,58,106,.547,126,207,333,41,32,50,71,151,424
298,Eric Maynor,PG,24,OKC,9,0,137,14,39,.359,6,17,.353,8,22,.364,.436,4,4,1.000,3,10,13,22,5,0,11,13,38
299,O.J. Mayo,SG,24,MEM,66,0,1771,300,736,.408,100,275,.364,200,461,.434,.476,133,172,.773,30,180,210,169,71,23,124,137,833
300,Luc Mbah a Moute,PF,25,MIL,43,22,1009,133,261,.510,1,4,.250,132,257,.514,.511,66,103,.641,77,150,227,29,40,22,39,93,333
301,JaVale McGee,C,24,TOT,61,45,1535,307,552,.556,0,0,0,307,552,.556,.556,77,167,.461,163,314,477,31,35,132,87,166,691
302,Tracy McGrady,SF,32,ATL,52,0,837,101,231,.437,15,33,.455,86,198,.434,.470,56,83,.675,23,131,154,110,16,15,53,35,273
303,Dominic McGuire,PF,26,GSW,64,6,1127,94,210,.448,0,4,.000,94,206,.456,.448,39,53,.736,73,173,246,110,44,36,56,104,227
304,Josh McRoberts,PF,24,LAL,50,6,718,56,118,.475,3,7,.429,53,111,.477,.487,23,36,.639,61,110,171,51,15,18,31,74,138
305,Jodie Meeks,SG,24,PHI,66,50,1644,191,467,.409,97,266,.365,94,201,.468,.513,77,85,.906,17,144,161,54,40,3,29,82,556
306,C.J. Miles,SG,24,UTA,56,14,1145,177,465,.381,46,150,.307,131,315,.416,.430,108,136,.794,27,89,116,69,46,18,53,122,508
307,Darko Milicic,C,26,MIN,29,23,472,59,130,.454,0,0,0,59,130,.454,.454,16,37,.432,35,62,97,17,9,25,32,59,134
308,Andre Miller,SG,35,DEN,66,7,1809,242,552,.438,18,83,.217,224,469,.478,.455,137,169,.811,53,168,221,441,63,9,177,133,639
309,Brad Miller,C,35,MIN,15,1,146,9,27,.333,7,15,.467,2,12,.167,.463,10,12,.833,4,15,19,24,4,2,12,10,35
310,Mike Miller,SG,31,MIA,39,2,752,91,209,.435,53,117,.453,38,92,.413,.562,2,5,.400,22,106,128,42,14,6,30,58,237
311,Patrick Mills,PG,23,SAS,16,3,261,63,130,.485,24,56,.429,39,74,.527,.577,15,15,1.000,4,24,28,39,10,1,26,14,165
312,Paul Millsap,PF,26,UTA,64,62,2100,426,861,.495,7,31,.226,419,830,.505,.499,202,255,.792,180,383,563,150,118,52,112,222,1061
313,Nazr Mohammed,C,34,OKC,63,1,692,79,169,.467,0,1,.000,79,168,.470,.467,13,23,.565,59,111,170,14,20,37,26,101,171
314,Greg Monroe,C,21,DET,66,66,2082,407,781,.521,0,1,.000,407,780,.522,.521,201,272,.739,239,398,637,152,83,46,161,180,1015
315,Jamario Moon,SF,31,CHA,8,0,123,7,24,.292,2,10,.200,5,14,.357,.333,2,2,1.000,2,20,22,5,1,5,8,5,18
316,E'Twaun Moore,PG,22,BOS,38,0,331,43,113,.381,17,45,.378,26,68,.382,.456,7,7,1.000,4,29,33,34,11,3,21,33,110
317,Mikki Moore,C,36,GSW,7,0,118,9,20,.450,0,0,0,9,20,.450,.450,6,7,.857,7,15,22,5,3,3,7,24,24
318,Darius Morris,PG,21,LAL,19,0,169,18,42,.429,4,9,.444,14,33,.424,.476,6,9,.667,2,14,16,21,2,0,19,16,46
319,Marcus Morris,PF,22,HOU,17,0,126,16,54,.296,2,17,.118,14,37,.378,.315,6,8,.750,5,11,16,3,2,2,4,12,40
320,Markieff Morris,PF,22,PHO,63,7,1227,174,436,.399,43,124,.347,131,312,.420,.448,76,106,.717,69,210,279,65,41,42,70,179,467
321,Anthony Morrow,SG,26,NJN,62,18,1636,272,658,.413,106,286,.371,166,372,.446,.494,97,104,.933,31,96,127,61,46,9,70,86,747
322,Timofey Mozgov,C,25,DEN,44,35,687,100,190,.526,0,0,0,100,190,.526,.526,39,57,.684,53,126,179,22,15,42,53,86,239
323,Byron Mullens,C,22,CHA,65,25,1465,251,591,.425,12,51,.235,239,540,.443,.435,92,112,.821,96,231,327,57,21,52,74,137,606
324,Troy Murphy,PF,31,LAL,59,0,956,77,171,.450,28,67,.418,49,104,.471,.532,6,9,.667,40,151,191,51,15,16,26,98,188
325,Hamady N'Diaye,C,25,WAS,3,0,3,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,0
326,Eduardo Najera,PF,35,CHA,22,0,270,24,64,.375,8,29,.276,16,35,.457,.438,2,4,.500,11,39,50,12,19,4,7,40,58
327,Steve Nash,PG,37,PHO,62,62,1961,295,555,.532,55,141,.390,240,414,.580,.581,127,142,.894,26,160,186,664,38,8,229,53,772
328,Gary Neal,SG,27,SAS,56,7,1206,212,486,.436,83,198,.419,129,288,.448,.522,50,64,.781,12,106,118,117,27,2,60,75,557
329,Jameer Nelson,PG,29,ORL,57,57,1706,259,606,.427,87,231,.377,172,375,.459,.499,71,88,.807,29,152,181,325,38,5,135,130,676
330,Joakim Noah,C,26,CHI,64,64,1945,249,490,.508,0,1,.000,249,489,.509,.508,154,206,.748,242,387,629,160,41,92,92,162,652
331,Andres Nocioni,SF,32,PHI,11,1,56,5,20,.250,1,6,.167,4,14,.286,.275,6,11,.545,1,13,14,1,1,1,5,4,17
332,Steve Novak,PF,28,NYK,54,0,1020,161,337,.478,133,282,.472,28,55,.509,.675,22,26,.846,9,95,104,12,16,9,21,59,477
333,Dirk Nowitzki,PF,33,DAL,62,62,2079,473,1034,.457,78,212,.368,395,822,.481,.495,318,355,.896,46,372,418,136,42,30,117,129,1342
334,Jermaine O'Neal,C,33,BOS,25,24,570,52,120,.433,0,0,0,52,120,.433,.433,21,31,.677,37,98,135,10,8,43,21,80,125
335,Lamar Odom,SF,32,DAL,50,4,1027,123,349,.352,28,111,.252,95,238,.399,.393,58,98,.592,36,172,208,83,20,18,52,97,332
336,Emeka Okafor,C,29,NOH,27,27,781,114,214,.533,0,0,0,114,214,.533,.533,38,74,.514,70,143,213,24,16,26,37,73,266
337,Mehmet Okur,C,32,NJN,17,14,454,52,139,.374,23,72,.319,29,67,.433,.457,3,5,.600,22,59,81,30,9,5,25,45,130
338,Daniel Orton,PF,21,ORL,16,2,187,17,30,.567,0,1,.000,17,29,.586,.567,11,25,.440,19,20,39,5,8,9,7,30,45
339,Travis Outlaw,SF,27,SAC,39,5,500,60,175,.343,16,60,.267,44,115,.383,.389,31,46,.674,19,42,61,16,19,21,20,34,167
340,Larry Owens,SF,29,NJN,7,0,75,4,11,.364,2,5,.400,2,6,.333,.455,3,4,.750,2,11,13,4,0,1,2,10,13
341,Zaza Pachulia,C,27,ATL,58,44,1640,169,339,.499,0,0,0,169,339,.499,.499,117,158,.741,154,303,457,79,55,29,81,172,455
342,Jannero Pargo,PG,32,ATL,50,0,671,105,253,.415,53,138,.384,52,115,.452,.520,19,20,.950,9,64,73,96,20,2,49,64,282
343,Jeremy Pargo,PG,25,MEM,44,5,424,50,150,.333,10,38,.263,40,112,.357,.367,16,27,.593,12,25,37,55,15,0,46,46,126
344,Anthony Parker,SF,36,CLE,51,51,1280,141,326,.433,50,138,.362,91,188,.484,.509,35,56,.625,10,128,138,120,38,7,50,65,367
345,Tony Parker,PG,29,SAS,60,60,1923,427,890,.480,14,61,.230,413,829,.498,.488,227,284,.799,22,149,171,463,57,5,153,75,1095
346,Chandler Parsons,SF,23,HOU,63,57,1804,248,549,.452,60,178,.337,188,371,.507,.506,43,78,.551,90,210,300,134,73,29,81,142,599
347,Patrick Patterson,PF,22,HOU,64,1,1483,225,511,.440,0,3,.000,225,508,.443,.440,40,57,.702,112,174,286,53,27,36,49,113,490
348,Chris Paul,PG,26,LAC,60,60,2181,425,890,.478,79,213,.371,346,677,.511,.522,260,302,.861,42,171,213,543,152,4,124,138,1189
349,Sasha Pavlovic,SF,28,BOS,45,7,527,50,128,.391,17,58,.293,33,70,.471,.457,3,8,.375,4,68,72,18,20,15,20,54,120
350,Nikola Pekovic,C,26,MIN,47,35,1264,256,454,.564,0,0,0,256,454,.564,.564,139,187,.743,181,165,346,31,29,31,87,98,651
351,Kendrick Perkins,C,27,OKC,65,65,1744,128,262,.489,0,0,0,128,262,.489,.489,73,112,.652,120,306,426,78,25,73,118,189,329
352,Johan Petro,C,26,NJN,59,10,920,109,260,.419,1,1,1.000,108,259,.417,.421,31,37,.838,68,156,224,45,21,23,38,122,250
353,Paul Pierce,SF,34,BOS,61,61,2075,394,890,.443,100,273,.366,294,617,.476,.499,293,344,.852,37,280,317,274,70,26,173,147,1181
354,Mickael Pietrus,SG,29,BOS,42,6,921,104,270,.385,61,182,.335,43,88,.489,.498,20,31,.645,18,112,130,25,21,10,33,81,289
355,Dexter Pittman,C,23,MIA,35,6,301,44,94,.468,0,0,0,44,94,.468,.468,18,28,.643,27,44,71,9,8,8,17,73,106
356,Quincy Pondexter,SF,23,MEM,64,8,1002,108,239,.452,22,73,.301,86,166,.518,.498,33,53,.623,55,71,126,27,27,5,30,90,271
357,A.J. Price,PG,25,IND,44,1,568,59,174,.339,26,88,.295,33,86,.384,.414,28,35,.800,13,48,61,86,20,2,32,30,172
358,Ronnie Price,PG,28,PHO,36,8,517,49,130,.377,13,44,.295,36,86,.419,.427,20,25,.800,18,38,56,67,34,3,46,72,131
359,Tayshaun Prince,SF,31,DET,63,63,2087,336,798,.421,37,104,.356,299,694,.431,.444,89,115,.774,72,209,281,153,27,32,74,77,798
360,Joel Przybilla,C,32,POR,27,19,449,22,48,.458,0,0,0,22,48,.458,.458,11,18,.611,29,109,138,6,4,16,22,66,55
361,Vladimir Radmanovic,SF,31,ATL,49,3,755,74,197,.376,50,135,.370,24,62,.387,.503,22,29,.759,34,109,143,54,21,15,35,62,220
362,Anthony Randolph,PF,22,MIN,34,5,517,94,200,.470,0,1,.000,94,199,.472,.470,64,84,.762,42,81,123,19,13,35,40,56,252
363,Zach Randolph,PF,30,MEM,28,8,735,132,285,.463,2,8,.250,130,277,.469,.467,58,88,.659,78,147,225,48,21,4,40,57,324
364,Michael Redd,SG,32,PHO,51,2,770,144,360,.400,42,132,.318,102,228,.447,.458,88,111,.793,14,63,77,33,13,0,37,29,418
365,J.J. Redick,SG,27,ORL,65,22,1765,248,584,.425,112,268,.418,136,316,.430,.521,143,157,.911,18,132,150,164,27,6,68,92,751
366,Ryan Reid,PF,25,OKC,5,0,17,4,5,.800,0,0,0,4,5,.800,.800,0,0,0,1,1,2,0,0,0,1,1,8
367,Jason Richardson,SG,31,ORL,54,54,1591,243,596,.408,102,277,.368,141,319,.442,.493,41,69,.594,36,158,194,107,53,22,60,91,629
368,Quentin Richardson,SF,31,ORL,48,3,866,74,197,.376,42,121,.347,32,76,.421,.482,25,30,.833,15,108,123,38,28,6,29,74,215
369,Luke Ridnour,SG,30,MIN,53,53,1750,242,550,.440,49,152,.322,193,398,.485,.485,106,119,.891,19,122,141,252,56,16,96,136,639
370,Nate Robinson,PG,27,GSW,51,9,1192,205,484,.424,66,181,.365,139,303,.459,.492,94,113,.832,15,85,100,231,59,2,75,118,570
