Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
369,Garret Siler,C,24,PHO,21,0,101,17,31,.548,0,0,0,17,31,.548,.548,11,22,.500,16,12,28,3,1,4,10,20,45
370,Bobby Simmons,SF,30,SAS,2,0,16,0,3,.000,0,3,.000,0,0,0,.000,0,0,0,0,0,0,2,0,0,0,2,0
371,Brian Skinner,C,34,MIL,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Craig Smith,PF,27,LAC,48,0,586,104,188,.553,0,5,.000,104,183,.568,.553,50,68,.735,43,74,117,31,16,7,33,84,258
373,Ish Smith,PG,22,TOT,43,3,442,43,115,.374,3,10,.300,40,105,.381,.387,12,21,.571,7,40,47,79,18,2,34,37,101
374,J.R. Smith,SF,25,DEN,79,6,1968,341,784,.435,124,318,.390,217,466,.466,.514,163,221,.738,45,277,322,175,92,16,100,173,969
375,Jason Smith,C,24,NOH,77,6,1102,136,307,.443,0,2,.000,136,305,.446,.443,59,70,.843,89,152,241,36,26,32,53,150,331
376,Joe Smith,PF,35,TOT,16,3,69,3,16,.188,0,0,0,3,16,.188,.188,2,2,1.000,3,18,21,4,0,4,5,13,8
377,Josh Smith,PF,25,ATL,77,77,2645,497,1041,.477,51,154,.331,446,887,.503,.502,229,316,.725,134,523,657,255,99,120,197,217,1274
378,Darius Songaila,C,32,PHI,10,0,71,7,15,.467,0,0,0,7,15,.467,.467,2,4,.500,2,8,10,2,0,0,4,16,16
379,Marreese Speights,C,23,PHI,64,1,734,144,291,.495,1,4,.250,143,287,.498,.497,55,73,.753,64,146,210,30,8,19,40,120,344
380,Tiago Splitter,C,26,SAS,60,6,738,101,191,.529,0,1,.000,101,190,.532,.529,76,140,.543,72,129,201,26,29,17,32,91,278
381,Jerry Stackhouse,SG,36,MIA,7,1,50,3,12,.250,1,4,.250,2,8,.250,.292,5,7,.714,1,6,7,3,0,2,2,3,12
382,Lance Stephenson,SG,20,IND,12,0,115,13,39,.333,0,5,.000,13,34,.382,.333,11,14,.786,1,17,18,21,4,0,16,14,37
383,DeShawn Stevenson,SG,29,DAL,72,54,1158,128,330,.388,94,249,.378,34,81,.420,.530,33,43,.767,20,86,106,77,21,5,44,71,383
384,Peja Stojakovic,SF,33,TOT,33,13,617,100,227,.441,57,136,.419,43,91,.473,.566,23,25,.920,14,61,75,29,13,2,17,24,280
385,Amar'e Stoudemire,C,28,NYK,78,78,2870,744,1482,.502,10,23,.435,734,1459,.503,.505,473,597,.792,198,438,636,202,71,150,250,274,1971
386,Rodney Stuckey,PG,24,DET,70,54,2183,363,827,.439,26,90,.289,337,737,.457,.455,330,381,.866,70,146,216,361,76,10,155,177,1082
387,DaJuan Summers,SF,23,DET,22,1,199,28,69,.406,9,21,.429,19,48,.396,.471,9,20,.450,2,10,12,2,3,1,13,21,74
388,Pape Sy,SF,22,ATL,3,0,21,2,6,.333,0,1,.000,2,5,.400,.333,3,3,1.000,2,1,3,2,1,0,3,1,7
389,Jermaine Taylor,SG,24,TOT,34,8,483,94,196,.480,14,45,.311,80,151,.530,.515,21,28,.750,26,36,62,32,14,5,46,39,223
390,Jeff Teague,PG,22,ATL,70,7,963,133,304,.438,18,48,.375,115,256,.449,.467,77,97,.794,11,91,102,138,45,25,64,82,361
391,Sebastian Telfair,PG,25,MIN,37,8,711,97,241,.402,28,78,.359,69,163,.423,.461,44,60,.733,17,37,54,111,25,3,64,64,266
392,Garrett Temple,PG-SG,24,TOT,24,0,230,20,68,.294,10,37,.270,10,31,.323,.368,7,17,.412,1,22,23,32,11,6,23,24,57
393,Jason Terry,SG,33,DAL,82,10,2564,492,1091,.451,127,351,.362,365,740,.493,.509,182,214,.850,24,129,153,334,93,13,167,140,1293
394,Hasheem Thabeet,C,23,TOT,47,0,373,17,40,.425,0,0,0,17,40,.425,.425,19,35,.543,24,51,75,4,9,16,17,76,53
395,Etan Thomas,C,32,ATL,13,0,82,10,21,.476,0,0,0,10,21,.476,.476,12,15,.800,6,17,23,2,1,4,5,11,32
396,Kurt Thomas,PF,38,CHI,52,37,1178,95,186,.511,1,1,1.000,94,185,.508,.513,20,32,.625,75,226,301,60,32,42,42,164,211
397,Tyrus Thomas,C,24,CHA,41,2,861,156,331,.471,0,3,.000,156,328,.476,.471,107,136,.787,65,159,224,29,30,66,65,113,419
398,Jason Thompson,PF,24,SAC,75,39,1748,271,534,.507,0,3,.000,271,531,.510,.507,121,200,.605,144,310,454,88,28,44,99,212,663
399,Al Thornton,SF-PF,27,TOT,71,23,1383,205,431,.476,4,26,.154,201,405,.496,.480,110,142,.775,56,157,213,62,35,12,64,143,524
400,Marcus Thornton,SG,23,TOT,73,23,1775,350,807,.434,88,240,.367,262,567,.462,.488,145,184,.788,61,197,258,135,64,9,93,110,933
401,Anthony Tolliver,SF,25,MIN,65,4,1362,141,313,.450,47,115,.409,94,198,.475,.526,105,131,.802,92,203,295,82,28,28,49,145,434
402,Ronny Turiaf,C,28,NYK,64,21,1141,103,163,.632,0,0,0,103,163,.632,.632,61,98,.622,64,143,207,92,35,73,41,160,267
403,Hedo Turkoglu,SF-PF,31,TOT,81,72,2540,322,722,.446,127,310,.410,195,412,.473,.534,106,156,.679,45,311,356,343,72,34,132,247,877
404,Evan Turner,SG,22,PHI,78,14,1797,225,529,.425,14,44,.318,211,485,.435,.439,101,125,.808,42,264,306,159,49,14,80,138,565
405,Ekpe Udoh,C,23,GSW,58,18,1030,97,222,.437,0,0,0,97,222,.437,.437,42,64,.656,80,101,181,40,22,86,48,144,236
406,Ime Udoka,SF,33,SAS,20,0,130,5,21,.238,0,8,.000,5,13,.385,.238,4,8,.500,5,14,19,13,8,1,5,14,14
407,Beno Udrih,PG,28,SAC,79,64,2734,412,824,.500,65,182,.357,347,642,.540,.539,197,228,.864,41,224,265,386,94,9,141,181,1086
408,Ben Uzoh,PG,22,NJN,42,0,438,61,144,.424,3,8,.375,58,136,.426,.434,33,56,.589,30,31,61,69,13,8,25,29,158
409,Anderson Varejao,C,28,CLE,31,31,994,114,216,.528,0,2,.000,114,214,.533,.528,54,81,.667,98,203,301,45,27,38,40,87,282
410,Greivis Vasquez,SG,24,MEM,70,1,860,95,233,.408,25,86,.291,70,147,.476,.461,34,44,.773,12,61,73,151,22,4,70,83,249
411,Charlie Villanueva,PF,26,DET,76,11,1666,313,708,.442,125,323,.387,188,385,.488,.530,89,116,.767,50,245,295,48,42,42,66,175,840
412,Sasha Vujacic,SG,26,TOT,67,17,1648,239,595,.402,97,262,.370,142,333,.426,.483,81,96,.844,30,156,186,132,54,5,66,136,656
413,Dwyane Wade,SG,29,MIA,76,76,2823,692,1384,.500,63,206,.306,629,1178,.534,.523,494,652,.758,123,362,485,346,111,87,237,197,1941
414,Von Wafer,SG,25,BOS,58,2,553,67,159,.421,18,67,.269,49,92,.533,.478,32,38,.842,7,42,49,35,18,5,20,39,184
415,Henry Walker,SG,23,NYK,61,1,784,104,236,.441,59,153,.386,45,83,.542,.566,31,44,.705,16,106,122,34,21,6,37,81,298
416,John Wall,PG,20,WAS,69,64,2606,398,972,.409,34,115,.296,364,857,.425,.427,301,393,.766,35,282,317,574,121,35,261,175,1131
417,Ben Wallace,C,36,DET,54,49,1238,67,149,.450,1,2,.500,66,147,.449,.453,19,57,.333,129,221,350,72,54,54,44,81,154
418,Gerald Wallace,SF-PF,28,TOT,71,63,2693,386,851,.454,62,186,.333,324,665,.487,.490,279,374,.746,111,458,569,173,105,63,152,183,1113
419,Luke Walton,SF,30,LAL,54,0,484,38,116,.328,8,34,.235,30,82,.366,.362,7,10,.700,9,58,67,62,9,4,31,38,91
420,Willie Warren,PG,21,LAC,19,0,134,13,35,.371,5,15,.333,8,20,.400,.443,6,8,.750,1,11,12,27,6,0,8,16,37
421,Hakim Warrick,PF,28,PHO,80,6,1416,228,446,.511,1,11,.091,227,435,.522,.512,212,294,.721,88,208,296,69,32,9,79,100,669
422,C.J. Watson,PG,26,CHI,82,1,1091,146,394,.371,44,112,.393,102,282,.362,.426,69,93,.742,16,78,94,186,55,11,73,82,405
423,Earl Watson,PG,31,UTA,80,13,1567,126,307,.410,36,107,.336,90,200,.450,.469,55,82,.671,52,130,182,278,61,17,116,146,343
424,Kyle Weaver,SG,24,UTA,5,0,69,9,25,.360,3,7,.429,6,18,.333,.420,7,8,.875,2,8,10,7,2,2,7,3,28
425,Martell Webster,SF,24,MIN,46,1,1094,152,340,.447,55,132,.417,97,208,.466,.528,94,122,.770,36,111,147,53,28,9,58,101,453
426,Sonny Weems,SF,24,TOR,59,28,1413,228,513,.444,17,61,.279,211,452,.467,.461,72,94,.766,39,114,153,104,34,2,86,87,545
427,David West,PF,30,NOH,70,70,2451,528,1040,.508,2,9,.222,526,1031,.510,.509,264,327,.807,155,374,529,164,67,62,142,202,1322
428,Delonte West,PG,27,BOS,24,2,453,55,120,.458,12,33,.364,43,87,.494,.508,13,15,.867,6,31,37,64,20,10,30,29,135
429,Mario West,SG,26,NJN,6,3,116,9,21,.429,1,4,.250,8,17,.471,.452,3,5,.600,2,9,11,10,7,0,2,13,22
430,Russell Westbrook,PG,22,OKC,82,82,2847,614,1390,.442,34,103,.330,580,1287,.451,.454,531,631,.842,121,258,379,670,155,30,316,207,1793
431,D.J. White,C-PF,24,TOT,47,0,685,111,219,.507,0,2,.000,111,217,.512,.507,46,64,.719,43,115,158,19,12,20,14,77,268
432,Hassan Whiteside,C,21,SAC,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
433,Chris Wilcox,PF,28,DET,57,29,995,187,322,.581,0,1,.000,187,321,.583,.581,50,89,.562,95,176,271,43,29,17,43,145,424
434,Damien Wilkins,SF,31,ATL,52,0,676,69,137,.504,2,10,.200,67,127,.528,.511,40,56,.714,23,67,90,41,27,9,21,72,180
435,Deron Williams,PG,26,TOT,65,65,2465,428,975,.439,105,317,.331,323,658,.491,.493,348,412,.845,40,220,260,667,79,15,230,190,1309
436,Jason Williams,PG,35,TOT,27,0,295,22,67,.328,10,38,.263,12,29,.414,.403,0,0,0,3,27,30,52,11,1,18,8,54
437,Jawad Williams,SF,27,CLE,26,1,391,41,126,.325,13,45,.289,28,81,.346,.377,9,12,.750,7,41,48,22,9,3,16,34,104
438,Louis Williams,SG,24,PHI,75,0,1747,323,795,.406,88,253,.348,235,542,.434,.462,293,356,.823,32,117,149,252,47,17,102,128,1027
439,Marvin Williams,SF,24,ATL,65,52,1865,246,537,.458,37,110,.336,209,427,.489,.493,147,174,.845,68,245,313,88,34,23,62,104,676
440,Mo Williams,PG,28,TOT,58,56,1788,291,730,.399,79,244,.324,212,486,.436,.453,151,177,.853,21,132,153,380,53,10,171,150,812
441,Reggie Williams,SF,24,GSW,80,9,1626,268,572,.469,102,241,.423,166,331,.502,.558,100,134,.746,45,171,216,121,28,3,57,124,738
442,Shawne Williams,PF,24,NYK,64,11,1323,164,385,.426,85,212,.401,79,173,.457,.536,41,49,.837,60,179,239,47,39,51,46,164,454
443,Shelden Williams,PF,27,TOT,59,38,911,103,220,.468,0,0,0,103,220,.468,.468,58,75,.773,93,180,273,32,23,26,43,126,264
444,Terrence Williams,SG,23,TOT,21,0,290,43,115,.374,6,22,.273,37,93,.398,.400,14,21,.667,4,47,51,38,9,0,33,25,106
445,Metta World Peace,SF,31,LAL,82,82,2410,261,658,.397,83,233,.356,178,425,.419,.460,92,136,.676,100,167,267,175,124,36,90,181,697
446,Antoine Wright,SG,26,SAC,7,0,31,1,8,.125,0,4,.000,1,4,.250,.125,0,0,0,2,1,3,0,1,0,1,3,2
447,Brandan Wright,PF,23,TOT,37,2,379,60,117,.513,0,0,0,60,117,.513,.513,21,31,.677,31,58,89,12,11,17,14,34,141
448,Dorell Wright,SF,25,GSW,82,82,3147,485,1146,.423,194,516,.376,291,630,.462,.508,180,228,.789,88,343,431,242,124,63,133,171,1344
449,Julian Wright,SF,23,TOR,52,6,766,82,160,.513,2,10,.200,80,150,.533,.519,22,43,.512,47,71,118,58,39,20,43,45,188
450,Nick Young,SG,25,WAS,64,40,2034,412,935,.441,105,271,.387,307,664,.462,.497,186,228,.816,26,148,174,75,45,17,90,144,1115
451,Sam Young,SF,25,MEM,78,46,1577,233,494,.472,17,50,.340,216,444,.486,.489,89,116,.767,40,147,187,71,68,23,61,120,572
452,Thaddeus Young,PF,22,PHI,82,1,2135,458,847,.541,6,22,.273,452,825,.548,.544,123,174,.707,153,281,434,82,90,26,99,170,1045
